HOME,DATE,INOUT,GRASSTURF,SPREAD,OULINE,OUACTUAL,TEMPERATURE,RELHUMIDITY,WINDSPEED,WINDCHILL,AWAY
DAL,20151011,Indoors,matrixturf,-9,49.5,36,69.5,37.5,0,69.5,NE
TB,20151011,outdoors,grass ,-2.5,41.5,69,84,55,9,84,JAC
GB,20151011,outdoors,grass ,-9,45.5,34,67,61,14,66.53880079,STL
SD,20151012,outdoors,grass ,-3.5,46,44,93,32,10,93,PIT
NO,20151015,Indoors,sportturf,-3,51,52,69.5,37.5,0,69.5,ATL
TEN,20151018,outdoors,grass ,-2,43.5,48,56,39,8,54.0720773,MIA
SEA,20151018,outdoors,fieldturf ,-7,40.5,50,61,85,5,61,CAR
NYJ,20151018,outdoors,fieldturf ,-7,40.5,54,49,30,16,43.12633262,WAS
BUF,20151018,outdoors,a_turf,-3,43,55,40,73,4,37.31863526,CIN
JAC,20151018,outdoors,grass ,-2.5,43,51,73,55,18,73,HOU
SF,20151018,,grass,-2,43.5,45,69.5,37.5,0,69.5,BAL
MIN,20151018,,fieldturf,-3.5,43,26,69.5,37.5,0,69.5,KC
IND,20151018,Indoors,fieldturf ,-9.5,54.5,61,69.5,37.5,0,69.5,NE
GB,20151018,outdoors,grass ,-10.5,51,47,54,35,12,50.45261286,SD
CLE,20151018,outdoors,grass ,-3.5,42,49,47,52,20,39.66408742,DEN
DET,20151018,Indoors,fieldturf ,-3,44,71,69.5,37.5,0,69.5,CHI
PIT,20151018,outdoors,grass ,-3.5,45,38,45,47,12,39.13316185,ARI
PHI,20151019,outdoors,grass ,-5,49.5,34,44,49,6,40.52192129,NYG
SF,20151022,,grass,-6.5,42,23,69.5,37.5,0,69.5,SEA
NYG,20151025,outdoors,fieldturf ,-3,45,47,71,40,14,71,DAL
WAS,20151025,outdoors,grass ,-3,42.5,61,64,87,5,64,TB
SD,20151025,outdoors,grass ,-3.5,47,66,77,48,4,77,OAK
CAR,20151025,outdoors,grass ,-3,45,43,71,80,0,71,PHI
NE,20151025,outdoors,fieldturf ,-7.5,47.5,53,58,80,9,56.21690783,NYJ
MIA,20151025,outdoors,grass ,-4.5,44.5,70,84,62,13,84,HOU
STL,20151025,Indoors,astroplay,-6.5,41.5,30,69.5,37.5,0,69.5,CLE
IND,20151025,Indoors,fieldturf ,-4,52,48,69.5,37.5,0,69.5,NO
TEN,20151025,outdoors,grass ,-6,47,17,59,95,8,57.72533605,ATL
KC,20151025,outdoors,grass ,-3,43,36,58,57,7,56.83056567,PIT
DET,20151025,Indoors,fieldturf ,-2,44.5,47,69.5,37.5,0,69.5,MIN
JAC,20151025,outdoors,grass ,-4,41,65,48,74,2,48,BUF
ARI,20151026,Indoors,grass ,-8,49,44,69.5,37.5,0,69.5,BAL
NE,20151029,outdoors,fieldturf ,-7.5,50.5,43,58,39,10,55.95220731,MIA
DEN,20151101,outdoors,grass ,-2.5,45.5,39,61,23,9,59.90419589,GB
CHI,20151101,outdoors,grass ,-1,43,43,62,42,11,60.70456542,MIN
OAK,20151101,outdoors,grass ,-3,44,54,68,70,8,68,NYJ
DAL,20151101,Indoors,matrixturf,-4.5,41,25,69.5,37.5,0,69.5,SEA
STL,20151101,Indoors,astroplay,-7.5,39.5,33,69.5,37.5,0,69.5,SF
PIT,20151101,outdoors,grass ,-1,48.5,26,62,71,11,60.70456542,CIN
NO,20151101,Indoors,sportturf,-3,49.5,101,69.5,37.5,0,69.5,NYG
HOU,20151101,Indoors,grass ,-3.5,42.5,26,69.5,37.5,0,69.5,TEN
BAL,20151101,outdoors,sportturf,-3.5,51,55,63,72,10,62.14933482,SD
CLE,20151101,outdoors,grass ,-6,46,54,58,58,21,53.95633794,ARI
KC,20151101,outdoors,grass ,-3.5,45,55,50,91,2,50,DET
ATL,20151101,Indoors,fieldturf ,-7,48.5,43,69.5,37.5,0,69.5,TB
CAR,20151102,outdoors,grass ,-6.5,46.5,55,60,100,7,59.24086384,IND
CIN,20151105,outdoors,fieldturf ,-11,45,41,71,61,4,71,CLE
BUF,20151108,outdoors,a_turf,-3,44,50,49,55,7,45.98422395,MIA
MIN,20151108,,fieldturf,-1,40,39,69.5,37.5,0,69.5,STL
NYJ,20151108,outdoors,fieldturf ,-8,42,51,56,36,10,53.47335631,JAC
NE,20151108,outdoors,fieldturf ,-14,52,37,54,34,12,50.45261286,WAS
CAR,20151108,outdoors,grass ,-2.5,46,66,57,50,10,54.71278181,GB
DAL,20151108,Indoors,matrixturf,-3,43.5,60,69.5,37.5,0,69.5,PHI
TB,20151108,outdoors,grass ,-1,49.5,50,80,90,3,80,NYG
PIT,20151108,outdoors,grass ,-4.5,48.5,73,54,38,5,52.91622829,OAK
IND,20151108,Indoors,fieldturf ,-5.5,45.5,51,69.5,37.5,0,69.5,DEN
SF,20151108,,grass,-7.5,44,33,69.5,37.5,0,69.5,ATL
NO,20151108,Indoors,sportturf,-7.5,48,62,69.5,37.5,0,69.5,TEN
SD,20151109,outdoors,grass ,-4.5,49.5,41,63,67,9,62.36238793,CHI
NYJ,20151112,outdoors,fieldturf ,-2.5,42.5,39,60,75,16,57.29087549,BUF
DEN,20151115,outdoors,grass ,-4.5,42,42,64,10,5,64,KC
STL,20151115,Indoors,astroplay,-6.5,42.5,50,69.5,37.5,0,69.5,CHI
BAL,20151115,outdoors,sportturf,-5,47.5,42,60,34,10,58.43105832,JAC
SEA,20151115,outdoors,fieldturf ,-3,44.5,71,49,63,0,49,ARI
NYG,20151115,outdoors,fieldturf ,-7.5,54,53,60,31,8,58.94308897,NE
TEN,20151115,outdoors,grass ,-4,44.5,37,57,24,2,57,CAR
TB,20151115,outdoors,grass ,-1,43,16,79,56,13,79,DAL
OAK,20151115,outdoors,grass ,-3,44,44,62,50,31,58.25807952,MIN
GB,20151115,outdoors,grass ,-10.5,49.5,34,55,59,7,53.21511843,DET
PHI,20151115,outdoors,grass ,-6,49.5,39,59,34,13,56.53925787,MIA
WAS,20151115,outdoors,grass ,-1,50,61,61,29,5,61,NO
PIT,20151115,outdoors,grass ,-6,41.5,39,61,32,12,59.25663031,CLE
CIN,20151116,outdoors,fieldturf ,-10.5,47,16,53,60,4,52.33573229,HOU
JAC,20151119,outdoors,grass ,-2.5,43,32,75,90,5,75,TEN
PHI,20151122,outdoors,grass ,-6,44.5,62,48,41,15,42.08246039,TB
ATL,20151122,Indoors,fieldturf ,-4.5,47.5,45,69.5,37.5,0,69.5,IND
MIN,20151122,,fieldturf,-1,44,43,69.5,37.5,0,69.5,GB
SEA,20151122,outdoors,fieldturf ,-13.5,40,42,46,60,6,42.90378122,SF
CHI,20151122,outdoors,grass ,-1,41,32,29,57,9,20.57312324,DEN
ARI,20151122,Indoors,grass ,-4.5,48.5,65,69.5,37.5,0,69.5,CIN
MIA,20151122,outdoors,grass ,-1.5,46,38,74,90,10,74,DAL
DET,20151122,Indoors,fieldturf ,-1,49,31,69.5,37.5,0,69.5,OAK
CAR,20151122,outdoors,grass ,-7,44.5,60,50,63,8,46.7655598,WAS
BAL,20151122,outdoors,sportturf,-2.5,42,29,47,39,14,41.06672858,STL
HOU,20151122,Indoors,grass ,-3,40.5,41,69.5,37.5,0,69.5,NYJ
SD,20151122,outdoors,grass ,-3,45,36,87,12,4,87,KC
NE,20151123,outdoors,fieldturf ,-7,48,33,29,40,8,21.19274853,BUF
DAL,20151126,Indoors,matrixturf,-1.5,45.5,47,69.5,37.5,0,69.5,CAR
DET,20151126,Indoors,fieldturf ,-2,46,59,69.5,37.5,0,69.5,PHI
GB,20151126,outdoors,grass ,-8.5,44.5,30,39,92,19,29.42070322,CHI
JAC,20151129,outdoors,grass ,-4.5,46.5,56,75,60,8,75,SD
KC,20151129,outdoors,grass ,-5.5,41.5,52,35,99,7,29.11213683,BUF
ATL,20151129,Indoors,fieldturf ,-2.5,45.5,30,69.5,37.5,0,69.5,MIN
NYJ,20151129,outdoors,fieldturf ,-4,42.5,58,45,44,5,42.34519894,MIA
TEN,20151129,outdoors,grass ,-1,44,45,56,100,4,55.80121622,OAK
DEN,20151129,outdoors,grass ,-2.5,43.5,54,23,75,3,19.13634781,NE
HOU,20151129,Indoors,grass ,-3,48,30,69.5,37.5,0,69.5,NO
WAS,20151129,outdoors,grass ,-2.5,47,34,46,93,5,43.51975776,NYG
CIN,20151129,outdoors,fieldturf ,-8.5,42,38,41,88,8,35.80578354,STL
SEA,20151129,outdoors,fieldturf ,-3.5,45.5,69,38,80,2,37.56431437,PIT
IND,20151129,Indoors,fieldturf ,-3,46,37,69.5,37.5,0,69.5,TB
SF,20151129,,grass,-9.5,45,32,69.5,37.5,0,69.5,ARI
CLE,20151130,outdoors,grass ,-3.5,41.5,60,45,58,9,40.23865957,BAL
DET,20151203,Indoors,fieldturf ,-3,46.5,50,69.5,37.5,0,69.5,GB
TB,20151206,outdoors,grass ,-1,46,42,79,63,18,79,ATL
CLE,20151206,outdoors,grass ,-9,43.5,40,45,63,12,39.13316185,CIN
NO,20151206,Indoors,sportturf,-6.5,50,79,69.5,37.5,0,69.5,CAR
STL,20151206,Indoors,astroplay,-4.5,43,30,69.5,37.5,0,69.5,ARI
TEN,20151206,outdoors,grass ,-2.5,43.5,81,56,50,1,56,JAC
MIN,20151206,,fieldturf,-1.5,42,45,69.5,37.5,0,69.5,SEA
OAK,20151206,outdoors,grass ,-3,44.5,54,57,95,3,57,KC
MIA,20151206,outdoors,grass ,-3.5,42.5,28,80,70,21,80,BAL
NYG,20151206,outdoors,fieldturf ,-2.5,46.5,43,51,50,8,47.98331271,NYJ
SD,20151206,outdoors,grass ,-3.5,43.5,20,78,13,4,78,DEN
PIT,20151206,outdoors,grass ,-7.5,49,55,37,74,2,36.46517412,IND
BUF,20151206,outdoors,a_turf,-3.5,41.5,51,47,65,8,43.11230104,HOU
NE,20151206,outdoors,fieldturf ,-8,49,63,52,49,5,50.56711065,PHI
CHI,20151206,outdoors,grass ,-6.5,43.5,46,50,55,5,48.21799302,SF
WAS,20151207,outdoors,grass ,-3.5,42,35,41,75,0,41,DAL
ARI,20151210,Indoors,grass ,-8.5,46.5,43,69.5,37.5,0,69.5,MIN
TB,20151213,outdoors,grass ,-4.5,50.5,41,81,63,15,81,NO
PHI,20151213,outdoors,grass ,-1,47,43,66,68,3,66,BUF
KC,20151213,outdoors,grass ,-10.5,44,13,61,97,14,58.89717913,SD
NYJ,20151213,outdoors,fieldturf ,-7,43,38,69.5,37.5,0,69.5,TEN
BAL,20151213,outdoors,sportturf,-11,41,41,65,70,2,65,SEA
JAC,20151213,outdoors,grass ,-1.5,46,67,79,66,5,79,IND
GB,20151213,outdoors,grass ,-6.5,42.5,35,53,100,10,49.7550798,DAL
CIN,20151213,outdoors,fieldturf ,-2.5,50,53,63,79,8,62.59634772,PIT
CAR,20151213,outdoors,grass ,-7.5,46.5,38,63,93,6,63,ATL
CLE,20151213,outdoors,grass ,-1.5,41.5,34,63,75,11,61.95348627,SF
DEN,20151213,outdoors,grass ,-6.5,43.5,27,45,33,2,45,OAK
HOU,20151213,Indoors,grass ,-3.5,45,33,69.5,37.5,0,69.5,NE
CHI,20151213,outdoors,grass ,-3.5,43,45,62,80,12,60.51434709,WAS
STL,20151213,Indoors,astroplay,-3.5,41,35,69.5,37.5,0,69.5,DET
MIA,20151214,outdoors,grass ,-1,46.5,55,77,78,6,77,NYG
STL,20151217,Indoors,astroplay,-2.5,41,54,69.5,37.5,0,69.5,TB
DAL,20151219,Indoors,matrixturf,-3,41.5,35,69.5,37.5,0,69.5,NYJ
SEA,20151220,outdoors,fieldturf ,-14,43,43,47,56,10,42.31852679,CLE
SD,20151220,outdoors,grass ,-1.5,46,44,61,49,11,59.45564456,MIA
WAS,20151220,outdoors,grass ,-2.5,44,60,43,30,3,41.75942975,BUF
MIN,20151220,,fieldturf,-5.5,43,55,69.5,37.5,0,69.5,CHI
JAC,20151220,outdoors,grass ,-3,49,40,65,60,8,65,ATL
BAL,20151220,outdoors,sportturf,-6.5,41,48,41,35,5,37.64696367,KC
PHI,20151220,outdoors,grass ,-3.5,51.5,57,37,54,4,33.85315133,ARI
OAK,20151220,outdoors,grass ,-3,47,50,54,70,18,49.18929941,GB
SF,20151220,,grass,-5.5,40.5,38,69.5,37.5,0,69.5,CIN
NE,20151220,outdoors,fieldturf ,-14,46.5,49,40,41,12,32.84457796,TEN
IND,20151220,Indoors,fieldturf ,-1.5,42,26,69.5,37.5,0,69.5,HOU
PIT,20151220,outdoors,grass ,-6,45,61,41,35,8,35.80578354,DEN
NYG,20151220,outdoors,fieldturf ,-4,48,73,41,37,8,35.80578354,CAR
NO,20151221,Indoors,sportturf,-2.5,51.5,62,69.5,37.5,0,69.5,DET
OAK,20151224,outdoors,grass ,-6,46.5,43,47,70,25,38.74497759,SD
PHI,20151226,outdoors,grass ,-3,48,62,52,72,6,50.04936103,WAS
BAL,20151227,outdoors,sportturf,-10,47,37,64,87,9,63.59148395,PIT
BUF,20151227,outdoors,a_turf,-6.5,42,22,39,83,11,31.9793858,DAL
ATL,20151227,Indoors,fieldturf ,-6.5,47.5,33,69.5,37.5,0,69.5,CAR
MIN,20151227,,fieldturf,-7,44.5,66,69.5,37.5,0,69.5,NYG
MIA,20151227,outdoors,grass ,-2.5,43,30,82,69,15,82,IND
TB,20151227,outdoors,grass ,-3,45,47,83,59,13,83,CHI
ARI,20151227,Indoors,grass ,-4.5,50.5,46,69.5,37.5,0,69.5,GB
TEN,20151227,outdoors,grass ,-3.5,40,40,73,75,15,73,HOU
NO,20151227,Indoors,sportturf,-3,51.5,65,69.5,37.5,0,69.5,JAC
KC,20151227,outdoors,grass ,-10.5,42.5,30,36,91,16,26.38641832,CLE
SEA,20151227,outdoors,fieldturf ,-12,40,40,37,86,0,37,STL
DET,20151227,Indoors,fieldturf ,-9.5,42,49,69.5,37.5,0,69.5,SF
NYJ,20151227,outdoors,fieldturf ,-3,45,46,57,83,11,54.45996115,NE
DEN,20151228,outdoors,grass ,-3,39.5,37,16,75,6,7.175882197,CIN
NYG,20160103,outdoors,fieldturf ,-5,51,65,45,38,17,37.72477732,PHI
DEN,20160103,outdoors,grass ,-10,41.5,47,50,21,5,48.21799302,SD
CAR,20160103,outdoors,grass ,-10,46,48,54,31,4,53.4908936,TB
CHI,20160103,outdoors,grass ,-1,45.5,44,31,67,15,20.30814692,DET
SF,20160103,,grass,-3.5,37.5,35,69.5,37.5,0,69.5,STL
ATL,20160103,Indoors,fieldturf ,-5.5,52.5,37,69.5,37.5,0,69.5,NO
CLE,20160103,outdoors,grass ,-11,46.5,40,34,75,18,23.18211504,PIT
MIA,20160103,outdoors,grass ,-9,46.5,30,80,65,7,80,NE
HOU,20160103,Indoors,grass ,-6.5,45.5,36,69.5,37.5,0,69.5,JAC
ARI,20160103,Indoors,grass ,-6.5,47,42,69.5,37.5,0,69.5,SEA
KC,20160103,outdoors,grass ,-7,43,40,37,56,9,30.40589141,OAK
CIN,20160103,outdoors,fieldturf ,-9.5,41.5,40,35,67,7,29.11213683,BAL
IND,20160103,Indoors,fieldturf ,-4.5,39,54,69.5,37.5,0,69.5,TEN
GB,20160103,outdoors,grass ,-3,45.5,33,24,70,11,13.24557301,MIN
BUF,20160103,outdoors,a_turf,-3,42,39,35,70,21,23.65818803,NYJ
DAL,20160103,Indoors,matrixturf,-3.5,39.5,57,69.5,37.5,0,69.5,WAS
HOU,20160109,Indoors,grass ,-3,40,30,69.5,37.5,0,69.5,KC
CIN,20160109,outdoors,fieldturf ,-3,45,34,51,82,5,49.39255184,PIT
WAS,20160110,outdoors,grass ,-1,46,53,61,47,14,58.89717913,GB
MIN,20160110,outdoors,fieldturf,-4.5,40,19,-6,0,12,-25.01039387,SEA
ARI,20160116,Indoors,grass ,-7,49,46,69.5,37.5,0,69.5,GB
NE,20160116,outdoors,fieldturf ,-4.5,43,47,38,86,6,33.37634148,KC
DEN,20160117,outdoors,grass ,-7.5,41,39,43,36,9,37.78046753,PIT
CAR,20160117,outdoors,grass ,-2.5,44,55,43,65,7,38.75332947,SEA
