HOME,DATE,INOUT,GRASSTURF,SPREAD,OULINE,OUACTUAL,TEMPERATURE,RELHUMIDITY,WINDSPEED,WINDCHILL,AWAY
DAL,20111113,Indoors,matrixturf,-4.5,49,51,69.5,37.5,0,69.5,BUF
PHI,20111113,outdoors,grass ,-13,47.5,38,60,40,15,57.45256401,ARI
CLE,20111113,outdoors,grass ,-3,36.5,25,60,0,40,54.80569511,STL
SF,20111113,outdoors,grass ,-4,42.5,47,58,74,10,55.95220731,NYG
CHI,20111113,outdoors,grass ,-3,42.5,50,69,44,22,68.3707273,DET
SEA,20111113,outdoors,fieldturf ,-7,39,39,50,0,10,46.0368033,BAL
CAR,20111113,outdoors,grass ,-3.5,47.5,33,57,54,12,54.2257632,TEN
CIN,20111113,outdoors,fieldturf ,-4,40.5,41,62,60,23,59.00495718,PIT
TB,20111113,outdoors,grass ,-4,45.5,46,77,47,9,77,HOU
IND,20111113,Indoors,fieldturf ,-3,37.5,20,69.5,37.5,0,69.5,JAC
GB,20111114,outdoors,grass ,-13,50,52,47,68,13,41.34825269,MIN
DEN,20111117,outdoors,grass ,-6.5,38.5,30,54,20,3,54,NYJ
MIA,20111120,outdoors,grass ,-3,44,43,80,79,15,80,BUF
MIN,20111120,Indoors,sportturf,-2,46.5,48,69.5,37.5,0,69.5,OAK
STL,20111120,Indoors,astroplay,-3,40,31,69.5,37.5,0,69.5,SEA
WAS,20111120,outdoors,grass ,-7,43,51,62,55,4,62,DAL
SF,20111120,outdoors,grass ,-10,40.5,30,55,72,15,51.04835417,ARI
DET,20111120,Indoors,fieldturf ,-7,47.5,84,69.5,37.5,0,69.5,CAR
CHI,20111120,outdoors,grass ,-4.5,45.5,51,42,78,13,35.01866719,SD
ATL,20111120,Indoors,fieldturf ,-6.5,44,40,69.5,37.5,0,69.5,TEN
BAL,20111120,outdoors,sportturf,-7,40.5,55,67,59,7,67,CIN
GB,20111120,outdoors,grass ,-13.5,49,61,32,66,7,25.49668959,TB
NYG,20111120,outdoors,fieldturf,-6,45.5,27,58,66,10,55.95220731,PHI
CLE,20111120,outdoors,grass ,-1.5,34.5,24,57,5,15,53.61003811,JAC
NE,20111121,outdoors,fieldturf ,-17,47,37,33,0,2,32.06861311,KC
DET,20111124,Indoors,fieldturf ,-4.5,55,42,69.5,37.5,0,69.5,GB
DAL,20111124,Indoors,matrixturf,-7,46,39,69.5,37.5,0,69.5,MIA
BAL,20111124,outdoors,sportturf,-3.5,40.5,22,53,32,5,51.74166947,SF
TEN,20111127,outdoors,grass ,-3,44,40,47,96,20,39.66408742,TB
SD,20111127,outdoors,grass ,-5.5,42,29,84,12,0,84,DEN
JAC,20111127,outdoors,grass ,-6.5,37,33,75,61,10,75,HOU
ATL,20111127,Indoors,fieldturf ,-10,44,38,69.5,37.5,0,69.5,MIN
OAK,20111127,outdoors,grass ,-3,41,45,59,76,6,58.3858708,CHI
SEA,20111127,outdoors,fieldturf ,-3,37.5,40,52,0,13,47.67783818,WAS
PHI,20111127,outdoors,grass ,-3.5,50.5,58,63,56,12,61.77206387,NE
KC,20111127,outdoors,grass ,-10.5,40.5,22,32,0,5,27.07593433,PIT
STL,20111127,Indoors,astroplay,-2.5,40,43,69.5,37.5,0,69.5,ARI
NYJ,20111127,outdoors,fieldturf,-9.5,42.5,52,60,63,10,58.43105832,BUF
IND,20111127,Indoors,fieldturf ,-3.5,46.5,46,69.5,37.5,0,69.5,CAR
CIN,20111127,outdoors,fieldturf ,-7,38,43,57,98,7,55.62541659,CLE
NO,20111128,Indoors,sportturf,-7,51,73,69.5,37.5,0,69.5,NYG
SEA,20111201,outdoors,fieldturf ,-3,43.5,45,38,0,2,37.56431437,PHI
HOU,20111204,Indoors,grass ,-2,38,27,69.5,37.5,0,69.5,ATL
BUF,20111204,outdoors,a_turf,-1,44,40,57,41,18,53.09037706,TEN
CLE,20111204,outdoors,grass ,-7,38.5,34,54,0,30,47.47648532,BAL
SF,20111204,outdoors,grass ,-14.5,38.5,26,53,48,2,53,STL
NO,20111204,Indoors,sportturf,-9,54.5,48,69.5,37.5,0,69.5,DET
ARI,20111204,Indoors,grass ,-4.5,46.5,32,69.5,37.5,0,69.5,DAL
PIT,20111204,outdoors,grass ,-7,43,42,59,28,14,56.34997191,CIN
WAS,20111204,outdoors,grass ,-3,38.5,53,53,57,5,51.74166947,NYJ
TB,20111204,outdoors,grass ,-2.5,46.5,57,79,46,13,79,CAR
MIN,20111204,Indoors,sportturf,-1.5,37.5,67,69.5,37.5,0,69.5,DEN
MIA,20111204,outdoors,grass ,-3,43,48,80,49,22,80,OAK
NYG,20111204,outdoors,fieldturf,-7,54,73,52,67,9,48.84233171,GB
NE,20111204,outdoors,fieldturf ,-20.5,48.5,55,51,0,10,47.2762288,IND
CHI,20111204,outdoors,grass ,-9,35,13,46,79,17,39.01895644,KC
JAC,20111205,outdoors,grass ,-3,39.5,52,67,81,6,67,SD
PIT,20111208,outdoors,grass ,-14,40,17,31,74,6,25.03983171,CLE
DAL,20111211,Indoors,matrixturf,-4.5,50.5,71,69.5,37.5,0,69.5,NYG
DEN,20111211,outdoors,grass ,-3.5,35.5,23,50,22,7,47.18937303,CHI
JAC,20111211,outdoors,grass ,-3,42,55,58,80,12,55.48347997,TB
ARI,20111211,Indoors,grass ,-3.5,40,40,69.5,37.5,0,69.5,SF
GB,20111211,outdoors,grass ,-11.5,49.5,62,43,55,15,35.67825055,OAK
CIN,20111211,outdoors,fieldturf ,-3,37,39,34,47,4,30.38766741,HOU
BAL,20111211,outdoors,sportturf,-16.5,41.5,34,43,34,2,43,IND
TEN,20111211,outdoors,grass ,-3.5,48,39,41,44,7,36.34303131,NO
CAR,20111211,outdoors,grass ,-3,47.5,54,43,45,10,37.36082478,ATL
DET,20111211,Indoors,fieldturf ,-10,47,62,69.5,37.5,0,69.5,MIN
NYJ,20111211,outdoors,fieldturf,-10.5,35.5,47,37,35,5,32.94872841,KC
MIA,20111211,outdoors,grass ,-3,44.5,36,75,83,11,75,PHI
WAS,20111211,outdoors,grass ,-7.5,47,61,40,33,0,40,NE
SD,20111211,outdoors,grass ,-7,49,47,59,61,5,58.78902237,BUF
SEA,20111212,outdoors,fieldturf ,-9.5,37,43,40,0,7,35.13788223,STL
ATL,20111215,Indoors,fieldturf ,-13.5,42,55,69.5,37.5,0,69.5,JAC
TB,20111217,outdoors,grass ,-7,47,46,66,78,3,66,DAL
STL,20111218,Indoors,astroplay,-7,39,33,69.5,37.5,0,69.5,CIN
SD,20111218,outdoors,grass ,-2.5,44,48,58,67,7,56.83056567,BAL
BUF,20111218,outdoors,a_turf,-1.5,40.5,53,31,64,12,21.52512695,MIA
MIN,20111218,Indoors,sportturf,-7.5,53.5,62,69.5,37.5,0,69.5,NO
HOU,20111218,Indoors,grass ,-6,45.5,41,69.5,37.5,0,69.5,CAR
NYG,20111218,outdoors,fieldturf,-6,46.5,33,29,34,9,20.57312324,WAS
DEN,20111218,outdoors,grass ,-7.5,47.5,64,63,16,3,63,NE
ARI,20111218,Indoors,grass ,-6.5,37.5,37,69.5,37.5,0,69.5,CLE
IND,20111218,Indoors,fieldturf ,-6.5,41.5,40,69.5,37.5,0,69.5,TEN
PHI,20111218,outdoors,grass ,-3,44,64,35,41,9,27.94769937,NYJ
CHI,20111218,outdoors,grass ,-3.5,35,52,39,65,5,35.29784604,SEA
KC,20111218,outdoors,grass ,-11.5,46,33,50,58,10,46.0368033,GB
OAK,20111218,outdoors,grass ,-1.5,47.5,55,50,84,1,50,DET
SF,20111219,outdoors,grass ,-3,37,23,51,74,10,47.2762288,PIT
IND,20111222,Indoors,fieldturf ,-7,40.5,35,69.5,37.5,0,69.5,HOU
KC,20111224,outdoors,grass ,-3,43,29,38,57,7,32.72758407,OAK
TEN,20111224,outdoors,grass ,-8.5,38.5,40,44,60,2,44,JAC
CIN,20111224,outdoors,fieldturf ,-4,41,39,38,63,8,32.15252479,ARI
PIT,20111224,outdoors,grass ,-10,34,27,36,67,4,32.69799002,STL
BUF,20111224,outdoors,a_turf,-3,43.5,54,30,42,2,28.77119236,DEN
NE,20111224,outdoors,fieldturf ,-7.5,49.5,51,30,0,7,23.08639143,MIA
BAL,20111224,outdoors,sportturf,-11,38,34,44,32,10,38.60025028,CLE
SEA,20111224,outdoors,fieldturf ,-2.5,37,36,48,0,8,44.33005396,SF
NYJ,20111224,outdoors,fieldturf,-3,46,43,35,45,9,27.94769937,NYG
DET,20111224,Indoors,fieldturf ,-1,53,48,69.5,37.5,0,69.5,SD
WAS,20111224,outdoors,grass ,-6,43,59,45,36,9,40.23865957,MIN
CAR,20111224,outdoors,grass ,-7.5,48,64,51,57,9,47.61323569,TB
DAL,20111224,Indoors,matrixturf,-2.5,50,27,69.5,37.5,0,69.5,PHI
GB,20111225,outdoors,grass ,-13,42,56,37,64,13,28.6890817,CHI
NO,20111226,Indoors,sportturf,-7,52.5,61,69.5,37.5,0,69.5,ATL
CIN,20120101,outdoors,fieldturf ,-2.5,38,40,42,68,19,33.33947523,BAL
ATL,20120101,Indoors,fieldturf ,-9.5,45,69,69.5,37.5,0,69.5,TB
ARI,20120101,Indoors,grass ,-2.5,40.5,43,69.5,37.5,0,69.5,SEA
CLE,20120101,outdoors,grass ,-7,33,22,49,66,24,41.58025535,PIT
GB,20120101,outdoors,grass ,-6.5,42,86,31,78,20,18.67368397,DET
NYG,20120101,outdoors,fieldturf,-3,47.5,45,48,83,7,44.77907487,DAL
NO,20120101,Indoors,sportturf,-7,55,62,69.5,37.5,0,69.5,CAR
PHI,20120101,outdoors,grass ,-7,44.5,44,53,58,11,49.46427774,WAS
MIA,20120101,outdoors,grass ,-2,39,36,78,44,8,78,NYJ
MIN,20120101,Indoors,sportturf,-2.5,42,30,69.5,37.5,0,69.5,CHI
STL,20120101,Indoors,astroplay,-12.5,34.5,61,69.5,37.5,0,69.5,SF
NE,20120101,outdoors,fieldturf ,-10,50,70,51,0,5,49.39255184,BUF
DEN,20120101,outdoors,grass ,-2,37.5,10,35,46,6,29.80355158,KC
HOU,20120101,Indoors,grass ,-2,38.5,45,69.5,37.5,0,69.5,TEN
OAK,20120101,outdoors,grass ,-3,48.5,64,56,63,8,54.0720773,SD
JAC,20120101,outdoors,grass ,-3,37,32,70,61,10,70,IND
HOU,20120107,Indoors,grass ,-4,38,41,69.5,37.5,0,69.5,CIN
NO,20120107,Indoors,sportturf,-10.5,60,73,69.5,37.5,0,69.5,DET
NYG,20120108,outdoors,fieldturf,-3,48,26,44,43,12,37.87544507,ATL
DEN,20120108,outdoors,grass ,-7.5,34,52,40,38,6,35.75820142,PIT
NE,20120114,outdoors,fieldturf ,-13.5,50,55,24,0,13,12.23215941,DEN
SF,20120114,outdoors,grass ,-3.5,47,68,62,14,2,62,NO
GB,20120115,outdoors,grass ,-8,54.5,57,31,66,20,18.67368397,NYG
BAL,20120115,outdoors,sportturf,-8,37.5,33,31,35,7,24.29154051,HOU
NE,20120122,outdoors,fieldturf ,-7,50,43,29,0,6,22.65797177,BAL
SF,20120122,outdoors,grass ,-2,41.5,37,52,77,15,47.20582826,NYG
NE,20120205,Indoors,fieldturf ,-3,53.5,38,69.5,37.5,0,69.5,NYG
NYG,20120905,outdoors,fieldturf,-4,46,41,77,63,5,77,DAL
CLE,20120909,outdoors,grass ,-9.5,42,33,68,57,9,68,PHI
TEN,20120909,outdoors,grass ,-6.5,48,47,74,45,4,74,NE
DEN,20120909,outdoors,grass ,-2,45.5,50,85,12,10,85,PIT
GB,20120909,outdoors,grass ,-5.5,46.5,52,72,40,11,72,SF
ARI,20120909,Indoors,grass ,-3,41,36,69.5,37.5,0,69.5,SEA
NO,20120909,Indoors,sportturf,-9,50.5,72,69.5,37.5,0,69.5,WAS
CHI,20120909,outdoors,grass ,-10,42.5,62,67,66,13,66.66659467,IND
KC,20120909,outdoors,grass ,-2.5,43,64,69,47,7,69,ATL
HOU,20120909,Indoors,grass ,-13.5,41.5,40,69.5,37.5,0,69.5,MIA
DET,20120909,Indoors,fieldturf ,-9,46.5,50,69.5,37.5,0,69.5,STL
TB,20120909,outdoors,grass ,-3,45.5,26,83,79,15,83,CAR
MIN,20120909,Indoors,sportturf,-3.5,38,49,69.5,37.5,0,69.5,JAC
NYJ,20120909,outdoors,fieldturf,-3,39,76,74,48,1,74,BUF
BAL,20120910,outdoors,sportturf,-7,43,57,74,37,10,74,CIN
OAK,20120910,outdoors,grass ,-1,47.5,36,67,59,11,66.94916968,SD
GB,20120913,outdoors,grass ,-5.5,51,33,60,67,0,60,CHI
NYG,20120916,outdoors,fieldturf,-8,43.5,75,73,39,1,73,TB
MIA,20120916,outdoors,grass ,-2,41,48,80,75,8,80,OAK
CAR,20120916,outdoors,grass ,-3,54,62,71,85,4,71,NO
SEA,20120916,outdoors,fieldturf ,-3,43,34,68,56,4,68,DAL
BUF,20120916,outdoors,a_turf,-3,45,52,66,55,11,65.70024883,KC
CIN,20120916,outdoors,fieldturf ,-7,39.5,61,76,37,5,76,CLE
NE,20120916,outdoors,fieldturf ,-13.5,47,38,64,55,2,64,ARI
JAC,20120916,outdoors,grass ,-7,40,34,83,66,5,83,HOU
PHI,20120916,outdoors,grass ,-3,47,47,72,40,5,72,BAL
IND,20120916,Indoors,fieldturf ,-3,45.5,43,69.5,37.5,0,69.5,MIN
PIT,20120916,outdoors,grass ,-4.5,43,37,71,36,2,71,NYJ
STL,20120916,Indoors,astroplay,-3.5,42.5,59,69.5,37.5,0,69.5,WAS
SD,20120916,outdoors,grass ,-6,43.5,48,85,37,8,85,TEN
SF,20120916,outdoors,grass ,-7,46,46,62,62,15,60.01424795,DET
ATL,20120917,Indoors,fieldturf ,-3,50.5,48,69.5,37.5,0,69.5,DEN
CAR,20120920,outdoors,grass ,-3,49,43,75,56,3,75,NYG
OAK,20120923,outdoors,grass ,-4,45,65,69,53,10,69,PIT
CHI,20120923,outdoors,grass ,-7,42,29,56,42,10,53.47335631,STL
IND,20120923,Indoors,fieldturf ,-3,42,39,69.5,37.5,0,69.5,JAC
TEN,20120923,outdoors,grass ,-4,47,85,68,32,5,68,DET
MIN,20120923,Indoors,sportturf,-7,42.5,37,69.5,37.5,0,69.5,SF
SD,20120923,outdoors,grass ,-3,47.5,30,82,52,13,82,ATL
BAL,20120923,outdoors,sportturf,-3,48,61,67,39,5,67,NE
MIA,20120923,outdoors,grass ,-3,40.5,43,83,76,4,83,NYJ
ARI,20120923,Indoors,grass ,-3,42,33,69.5,37.5,0,69.5,PHI
WAS,20120923,outdoors,grass ,-3,49.5,69,65,40,6,65,CIN
DEN,20120923,outdoors,grass ,-1.5,43.5,56,84,10,13,84,HOU
DAL,20120923,Indoors,matrixturf,-7,45.5,26,69.5,37.5,0,69.5,TB
NO,20120923,Indoors,sportturf,-8.5,51.5,51,69.5,37.5,0,69.5,KC
CLE,20120923,outdoors,grass ,-3,45,38,53,79,9,50.07142773,BUF
SEA,20120924,outdoors,fieldturf ,-3.5,45.5,26,67,49,3,67,GB
BAL,20120927,outdoors,sportturf,-11.5,43.5,39,77,64,5,77,CLE
STL,20120930,Indoors,astroplay,-2.5,39,32,69.5,37.5,0,69.5,SEA
JAC,20120930,outdoors,grass ,-1.5,45.5,37,86,62,7,86,CIN
DET,20120930,Indoors,fieldturf ,-4,48.5,33,69.5,37.5,0,69.5,MIN
HOU,20120930,Indoors,grass ,-13.5,45,52,69.5,37.5,0,69.5,TEN
TB,20120930,outdoors,grass ,-2,45,46,89,52,11,89,WAS
KC,20120930,outdoors,grass ,-2.5,43.5,57,67,54,0,67,SD
NYJ,20120930,outdoors,fieldturf,-4,41,34,67,50,4,67,SF
ARI,20120930,Indoors,grass ,-4,39.5,45,69.5,37.5,0,69.5,MIA
PHI,20120930,outdoors,grass ,-1.5,46.5,36,63,59,6,63,NYG
ATL,20120930,Indoors,fieldturf ,-7,48,58,69.5,37.5,0,69.5,CAR
GB,20120930,outdoors,grass ,-7.5,54,55,64,58,7,64,NO
DEN,20120930,outdoors,grass ,-6.5,47,43,72,26,6,72,OAK
BUF,20120930,outdoors,a_turf,-4.5,48.5,80,58,72,7,56.83056567,NE
DAL,20121001,Indoors,matrixturf,-3,41.5,52,69.5,37.5,0,69.5,CHI
STL,20121004,Indoors,astroplay,-1.5,38,20,69.5,37.5,0,69.5,ARI
IND,20121007,Indoors,fieldturf ,-6.5,49,57,69.5,37.5,0,69.5,GB
PIT,20121007,outdoors,grass ,-4,44,30,48,68,4,46.55992574,PHI
NO,20121007,Indoors,sportturf,-3.5,52.5,55,69.5,37.5,0,69.5,SD
NE,20121007,outdoors,fieldturf ,-6,51.5,52,54,65,4,53.4908936,DEN
SF,20121007,outdoors,grass ,-10,45,48,62,70,8,61.3785948,BUF
MIN,20121007,Indoors,sportturf,-6,44,37,69.5,37.5,0,69.5,TEN
JAC,20121007,outdoors,grass ,-6.5,40,44,88,53,3,88,CHI
WAS,20121007,outdoors,grass ,-3,51,41,52,77,3,51.93981663,ATL
CIN,20121007,outdoors,fieldturf ,-3,45,30,49,55,6,46.47657112,MIA
KC,20121007,outdoors,grass ,-6.5,47,15,47,45,0,47,BAL
NYG,20121007,outdoors,fieldturf,-8,44,68,51,84,2,51,CLE
CAR,20121007,outdoors,grass ,-2,42,28,63,69,6,63,SEA
NYJ,20121008,outdoors,fieldturf,-10,41,40,52,69,4,51.18057098,HOU
TEN,20121011,outdoors,grass ,-6.5,43,49,64,52,2,64,PIT
BAL,20121014,outdoors,sportturf,-3,45,60,69,45,11,69,DAL
NYJ,20121014,outdoors,fieldturf,-3,44,44,65,55,14,63.99159357,IND
PHI,20121014,outdoors,grass ,-3.5,47.5,49,66,58,15,65.13761583,DET
HOU,20121014,Indoors,grass ,-4,46.5,66,69.5,37.5,0,69.5,GB
SF,20121014,outdoors,grass ,-7,46.5,29,61,80,7,60.44601292,NYG
TB,20121014,outdoors,grass ,-5,39.5,48,85,55,9,85,KC
SEA,20121014,outdoors,fieldturf ,-4,42.5,47,63,80,9,62.36238793,NE
ARI,20121014,Indoors,grass ,-5,44,35,69.5,37.5,0,69.5,BUF
ATL,20121014,Indoors,fieldturf ,-10,49,43,69.5,37.5,0,69.5,OAK
MIA,20121014,outdoors,grass ,-5,38,31,84,72,20,84,STL
CLE,20121014,outdoors,grass ,-2,42,58,70,65,19,69.91468071,CIN
WAS,20121014,outdoors,grass ,-2,44,64,74,40,14,74,MIN
SD,20121015,outdoors,grass ,,47.5,59,78,50,7,78,DEN
SF,20121018,outdoors,grass ,-7.5,37.5,19,80,30,15,80,SEA
CAR,20121021,outdoors,grass ,-2.5,45,33,62,43,8,61.3785948,DAL
OAK,20121021,outdoors,grass ,-6,44,49,62,49,11,60.70456542,JAC
TB,20121021,outdoors,grass ,-1.5,49.5,63,77,36,8,77,NO
HOU,20121021,Indoors,grass ,-6.5,47.5,56,69.5,37.5,0,69.5,BAL
NE,20121021,outdoors,fieldturf ,-10.5,47,55,62,39,13,60.33700917,NYJ
CIN,20121021,outdoors,fieldturf ,-1,45.5,41,55,76,1,55,PIT
STL,20121021,Indoors,astroplay,-5,45,50,69.5,37.5,0,69.5,GB
IND,20121021,Indoors,fieldturf ,-1,46.5,30,69.5,37.5,0,69.5,CLE
BUF,20121021,outdoors,a_turf,-4.5,46.5,69,55,75,15,51.04835417,TEN
NYG,20121021,outdoors,fieldturf,-6.5,51.5,50,61,44,11,59.45564456,WAS
MIN,20121021,Indoors,sportturf,-6.5,39.5,35,69.5,37.5,0,69.5,ARI
CHI,20121022,outdoors,grass ,-6.5,47,20,63,89,8,62.59634772,DET
MIN,20121025,Indoors,sportturf,-5.5,43,53,69.5,37.5,0,69.5,TB
NYJ,20121028,outdoors,fieldturf,-1,39,39,60,62,9,58.67509987,MIA
DET,20121028,Indoors,fieldturf ,-3,42.5,52,69.5,37.5,0,69.5,SEA
DAL,20121028,Indoors,matrixturf,-2.5,48,53,69.5,37.5,0,69.5,NYG
DEN,20121028,outdoors,grass ,-6.5,55,48,59,30,5,58.78902237,NO
TEN,20121028,outdoors,grass ,-3,47,32,52,49,18,46.58858097,IND
CHI,20121028,outdoors,grass ,-7.5,41.5,45,49,51,18,42.68750331,CAR
PIT,20121028,outdoors,grass ,-4.5,44,39,45,88,10,39.83967579,WAS
KC,20121028,outdoors,grass ,-1,42.5,42,50,40,3,49.67750843,OAK
PHI,20121028,outdoors,grass ,-3,43,47,58,75,16,54.71550406,ATL
GB,20121028,outdoors,grass ,-16,45.5,39,44,47,10,38.60025028,JAC
STL,20121028,outdoors,astroplay,-7,46,52,49,84,9,45.15504365,NE
CLE,20121028,outdoors,grass ,-3,41,13,44,89,19,35.95198991,SD
ARI,20121029,Indoors,grass ,-7,38.5,27,69.5,37.5,0,69.5,SF
SD,20121101,outdoors,grass ,-7,41,44,63,74,12,61.77206387,KC
CIN,20121104,outdoors,fieldturf ,-5.5,47.5,54,48,59,1,48,DEN
WAS,20121104,outdoors,grass ,-3,48.5,34,50,44,3,49.67750843,CAR
IND,20121104,Indoors,fieldturf ,-2,43.5,43,69.5,37.5,0,69.5,MIA
HOU,20121104,Indoors,grass ,-11.5,48,30,69.5,37.5,0,69.5,BUF
TEN,20121104,outdoors,grass ,-5,43.5,71,50,63,6,47.66750109,CHI
JAC,20121104,outdoors,grass ,-6,44,45,81,0,10,81,DET
ATL,20121104,Indoors,fieldturf ,-4.5,47.5,32,69.5,37.5,0,69.5,DAL
OAK,20121104,outdoors,grass ,-1,47.5,74,71,55,7,71,TB
CLE,20121104,outdoors,grass ,-3.5,44,40,39,69,8,33.37027771,BAL
SEA,20121104,outdoors,fieldturf ,-4,38.5,50,60,89,5,59.96358118,MIN
GB,20121104,outdoors,grass ,-10.5,43.5,48,39,57,7,33.93273315,ARI
NYG,20121104,outdoors,fieldturf,-3.5,47.5,44,44,58,5,41.17064012,PIT
NO,20121105,Indoors,sportturf,-3,52,41,69.5,37.5,0,69.5,PHI
JAC,20121108,outdoors,grass ,-3.5,43.5,37,50,0,0,50,IND
CHI,20121111,outdoors,grass ,-1,40,19,54,90,8,51.63657147,HOU
BAL,20121111,outdoors,sportturf,-7.5,47.5,75,61,56,6,60.76773073,OAK
NE,20121111,outdoors,fieldturf ,-13.5,54,68,60,55,12,57.99891353,BUF
CIN,20121111,outdoors,fieldturf ,-4.5,47.5,44,69,30,16,68.88004693,NYG
PHI,20121111,outdoors,grass ,-2.5,44.5,61,63,45,7,62.85631108,DAL
SF,20121111,outdoors,grass ,-13,38,48,55,59,5,54.0907871,STL
NO,20121111,Indoors,sportturf,-1.5,54,58,69.5,37.5,0,69.5,ATL
SEA,20121111,outdoors,fieldturf ,-5.5,38.5,35,43,66,2,43,NYJ
TB,20121111,outdoors,grass ,-3,47,58,80,51,10,80,SD
CAR,20121111,outdoors,grass ,-4,47,50,71,38,5,71,DEN
MIN,20121111,Indoors,sportturf,-3,45.5,58,69.5,37.5,0,69.5,DET
MIA,20121111,outdoors,grass ,-7,44,40,78,52,20,78,TEN
PIT,20121112,outdoors,grass ,-13,40,29,45,84,16,37.97558976,KC
BUF,20121115,outdoors,a_turf,-2.5,46,33,35,73,5,30.59961078,MIA
STL,20121118,Indoors,astroplay,-3.5,38.5,40,69.5,37.5,0,69.5,NYJ
CAR,20121118,outdoors,grass ,-1.5,47,48,53,15,9,50.07142773,TB
DAL,20121118,Indoors,matrixturf,-7,43.5,43,69.5,37.5,0,69.5,CLE
OAK,20121118,outdoors,grass ,-6.5,56,55,61,62,3,61,NO
NE,20121118,outdoors,fieldturf ,-10,55,83,42,62,14,34.69871053,IND
KC,20121118,outdoors,grass ,-3,42.5,34,59,37,15,56.17172205,CIN
PIT,20121118,outdoors,grass ,-3,40.5,23,46,52,5,43.51975776,BAL
DET,20121118,Indoors,fieldturf ,-3,53.5,44,69.5,37.5,0,69.5,GB
DEN,20121118,outdoors,grass ,-7.5,48,53,62,22,3,62,SD
HOU,20121118,Indoors,grass ,-15.5,40.5,80,69.5,37.5,0,69.5,JAC
ATL,20121118,Indoors,fieldturf ,-9.5,44,42,69.5,37.5,0,69.5,ARI
WAS,20121118,outdoors,grass ,-3.5,46,37,52,55,9,48.84233171,PHI
SF,20121119,outdoors,grass ,-5,35,39,64,52,12,63.02978065,CHI
DAL,20121122,Indoors,matrixturf,-3.5,47.5,69,69.5,37.5,0,69.5,WAS
DET,20121122,Indoors,fieldturf ,-4,49,65,69.5,37.5,0,69.5,HOU
NYJ,20121122,outdoors,fieldturf,-7,48.5,68,46,72,2,46,NE
IND,20121125,Indoors,fieldturf ,-3,51.5,33,69.5,37.5,0,69.5,BUF
KC,20121125,outdoors,grass ,-10.5,42.5,26,52,38,5,50.56711065,DEN
CLE,20121125,outdoors,grass ,-2,33.5,34,34,65,10,26.20599526,PIT
ARI,20121125,Indoors,grass ,-1,36.5,48,69.5,37.5,0,69.5,STL
SD,20121125,outdoors,grass ,-1,47,29,59,82,1,59,BAL
TB,20121125,outdoors,grass ,-1.5,51.5,47,65,30,7,65,ATL
MIA,20121125,outdoors,grass ,-3,38,45,72,51,6,72,SEA
CHI,20121125,outdoors,grass ,-6.5,39,38,41,26,5,37.64696367,MIN
NO,20121125,Indoors,sportturf,-1.5,50,52,69.5,37.5,0,69.5,SF
CIN,20121125,outdoors,fieldturf ,-8,51,44,41,47,9,35.32227549,OAK
NYG,20121125,outdoors,fieldturf,-2.5,51.5,48,34,60,17,23.48880701,GB
JAC,20121125,outdoors,grass ,-3.5,45,43,60,0,4,60,TEN
PHI,20121126,outdoors,grass ,-3,42,52,36,42,2,35.36603387,CAR
ATL,20121129,Indoors,fieldturf ,-3.5,55,36,69.5,37.5,0,69.5,NO
BAL,20121202,outdoors,sportturf,-7.5,36.5,43,57,62,9,54.98781181,PIT
MIA,20121202,outdoors,grass ,-9,51.5,39,77,66,18,77,NE
DAL,20121202,Indoors,matrixturf,-10.5,44,71,69.5,37.5,0,69.5,PHI
DEN,20121202,outdoors,grass ,-7.5,50,54,64,16,4,64,TB
OAK,20121202,outdoors,grass ,-2.5,39.5,37,61,84,21,57.90827053,CLE
STL,20121202,Indoors,astroplay,-8,41,29,69.5,37.5,0,69.5,SF
SD,20121202,outdoors,grass ,-2.5,46,33,66,65,14,65.26519718,CIN
CHI,20121202,outdoors,grass ,-3.5,37,40,61,76,4,61,SEA
TEN,20121202,outdoors,grass ,-7,47,34,66,60,19,64.68965136,HOU
GB,20121202,outdoors,grass ,-7.5,47,37,45,79,8,40.67679521,MIN
NYJ,20121202,outdoors,fieldturf,-6,36.5,13,46,89,6,42.90378122,ARI
DET,20121202,Indoors,fieldturf ,-7,51,68,69.5,37.5,0,69.5,IND
BUF,20121202,outdoors,a_turf,-6,42,52,52,87,17,46.78403115,JAC
KC,20121202,outdoors,grass ,-6,41,48,61,60,0,61,CAR
WAS,20121203,outdoors,grass ,-3,50,33,55,98,1,55,NYG
OAK,20121206,outdoors,grass ,-10.5,47,39,57,73,7,55.62541659,DEN
CLE,20121209,outdoors,grass ,-7,38,37,44,70,5,41.17064012,KC
SF,20121209,outdoors,grass ,-10.5,38.5,40,62,44,3,62,MIA
PIT,20121209,outdoors,grass ,-7.5,38,58,45,80,10,39.83967579,SD
GB,20121209,outdoors,grass ,-6.5,49,47,33,92,10,24.96656976,DET
TB,20121209,outdoors,grass ,-7,48,44,69,92,1,69,PHI
BUF,20121209,outdoors,a_turf,-3,42.5,27,37,74,14,28.33069248,STL
CAR,20121209,outdoors,grass ,-3.5,47,50,70,50,4,70,ATL
IND,20121209,Indoors,fieldturf ,-4,47,50,69.5,37.5,0,69.5,TEN
JAC,20121209,outdoors,grass ,-3,39,27,67,0,10,67,NYJ
NYG,20121209,outdoors,fieldturf,-4.5,51.5,79,42,88,1,42,NO
